# time  created  delivered  delivered/created
19.0000 1 0 0.0000
34.0000 2 0 0.0000
51.0000 3 0 0.0000
67.0000 3 1 0.3333
70.0000 4 1 0.2500
87.0000 5 1 0.2000
88.0000 5 2 0.4000
103.0000 6 2 0.3333
107.0000 6 3 0.5000
111.0000 6 4 0.6667
118.0000 6 5 0.8333
120.0000 7 5 0.7143
128.0000 7 6 0.8571
136.0000 8 6 0.7500
155.0000 9 6 0.6667
155.0000 9 7 0.7778
173.0000 10 7 0.7000
192.0000 11 7 0.6364
208.0000 12 7 0.5833
211.0000 12 8 0.6667
227.0000 13 8 0.6154
244.0000 13 9 0.6923
245.0000 14 9 0.6429
257.0000 14 10 0.7143
261.0000 15 10 0.6667
276.0000 16 10 0.6250
279.0000 16 11 0.6875
293.0000 17 11 0.6471
296.0000 17 12 0.7059
298.0000 17 13 0.7647
309.0000 18 13 0.7222
328.0000 19 13 0.6842
330.0000 19 14 0.7368
346.0000 20 14 0.7000
365.0000 21 14 0.6667
380.0000 22 14 0.6364
395.0000 23 14 0.6087
410.0000 24 14 0.5833
416.0000 24 15 0.6250
429.0000 25 15 0.6000
445.0000 26 15 0.5769
461.0000 27 15 0.5556
467.0000 27 16 0.5926
480.0000 28 16 0.5714
497.0000 29 16 0.5517
514.0000 29 17 0.5862
515.0000 30 17 0.5667
534.0000 31 17 0.5484
553.0000 32 17 0.5313
570.0000 33 17 0.5152
588.0000 34 17 0.5000
605.0000 34 18 0.5294
605.0000 34 19 0.5588
607.0000 35 19 0.5429
622.0000 36 19 0.5278
622.0000 36 20 0.5556
638.0000 37 20 0.5405
654.0000 37 21 0.5676
656.0000 38 21 0.5526
670.0000 38 22 0.5789
671.0000 39 22 0.5641
679.0000 39 23 0.5897
681.0000 39 24 0.6154
688.0000 40 24 0.6000
704.0000 40 25 0.6250
707.0000 41 25 0.6098
710.0000 41 26 0.6341
726.0000 42 26 0.6190
741.0000 43 26 0.6047
760.0000 44 26 0.5909
779.0000 45 26 0.5778
798.0000 46 26 0.5652
808.0000 46 27 0.5870
813.0000 47 27 0.5745
828.0000 48 27 0.5625
846.0000 49 27 0.5510
861.0000 50 27 0.5400
876.0000 51 27 0.5294
895.0000 52 27 0.5192
897.0000 52 28 0.5385
914.0000 53 28 0.5283
916.0000 53 29 0.5472
933.0000 54 29 0.5370
947.0000 54 30 0.5556
952.0000 55 30 0.5455
962.0000 55 31 0.5636
969.0000 56 31 0.5536
974.0000 56 32 0.5714
986.0000 57 32 0.5614
988.0000 57 33 0.5789
1004.0000 58 33 0.5690
1011.0000 58 34 0.5862
1013.0000 58 35 0.6034
1022.0000 59 35 0.5932
1038.0000 60 35 0.5833
1057.0000 61 35 0.5738
1076.0000 62 35 0.5645
1095.0000 63 35 0.5556
1100.0000 63 36 0.5714
1111.0000 64 36 0.5625
1126.0000 65 36 0.5538
1143.0000 66 36 0.5455
1160.0000 67 36 0.5373
1179.0000 68 36 0.5294
1186.0000 68 37 0.5441
1196.0000 69 37 0.5362
1199.0000 69 38 0.5507
1214.0000 70 38 0.5429
1232.0000 71 38 0.5352
1235.0000 71 39 0.5493
1242.0000 71 40 0.5634
1247.0000 71 41 0.5775
1251.0000 72 41 0.5694
1270.0000 73 41 0.5616
1287.0000 74 41 0.5541
1305.0000 75 41 0.5467
1309.0000 75 42 0.5600
1321.0000 76 42 0.5526
1336.0000 77 42 0.5455
1338.0000 77 43 0.5584
1345.0000 77 44 0.5714
1352.0000 78 44 0.5641
1352.0000 78 45 0.5769
1368.0000 79 45 0.5696
1386.0000 80 45 0.5625
1401.0000 81 45 0.5556
1420.0000 82 45 0.5488
1438.0000 83 45 0.5422
1453.0000 84 45 0.5357
1468.0000 85 45 0.5294
1484.0000 86 45 0.5233
1487.0000 86 46 0.5349
1502.0000 87 46 0.5287
1517.0000 88 46 0.5227
1536.0000 89 46 0.5169
1552.0000 90 46 0.5111
1570.0000 91 46 0.5055
1571.0000 91 47 0.5165
1586.0000 92 47 0.5109
1588.0000 92 48 0.5217
1601.0000 93 48 0.5161
1603.0000 93 49 0.5269
1609.0000 93 50 0.5376
1617.0000 94 50 0.5319
1631.0000 94 51 0.5426
1634.0000 95 51 0.5368
1649.0000 96 51 0.5313
1668.0000 97 51 0.5258
1684.0000 98 51 0.5204
1694.0000 98 52 0.5306
1703.0000 99 52 0.5253
1718.0000 100 52 0.5200
1735.0000 101 52 0.5149
1747.0000 101 53 0.5248
1750.0000 102 53 0.5196
1756.0000 102 54 0.5294
1765.0000 103 54 0.5243
1783.0000 104 54 0.5192
1791.0000 104 55 0.5288
1802.0000 105 55 0.5238
1810.0000 105 56 0.5333
1818.0000 106 56 0.5283
1822.0000 106 57 0.5377
1824.0000 106 58 0.5472
1827.0000 106 59 0.5566
1833.0000 107 59 0.5514
1848.0000 108 59 0.5463
1863.0000 109 59 0.5413
1881.0000 110 59 0.5364
1900.0000 111 59 0.5315
1918.0000 112 59 0.5268
1934.0000 112 60 0.5357
1937.0000 113 60 0.5310
1948.0000 113 61 0.5398
1954.0000 114 61 0.5351
1970.0000 115 61 0.5304
1989.0000 116 61 0.5259
2008.0000 117 61 0.5214
2024.0000 118 61 0.5169
2043.0000 119 61 0.5126
2043.0000 119 62 0.5210
2061.0000 120 62 0.5167
2076.0000 121 62 0.5124
2079.0000 121 63 0.5207
2095.0000 122 63 0.5164
2108.0000 122 64 0.5246
2112.0000 123 64 0.5203
2131.0000 124 64 0.5161
2133.0000 124 65 0.5242
2148.0000 125 65 0.5200
2163.0000 126 65 0.5159
2166.0000 126 66 0.5238
2170.0000 126 67 0.5317
2179.0000 127 67 0.5276
2195.0000 128 67 0.5234
2204.0000 128 68 0.5313
2213.0000 129 68 0.5271
2232.0000 130 68 0.5231
2246.0000 130 69 0.5308
2248.0000 131 69 0.5267
2264.0000 132 69 0.5227
2283.0000 133 69 0.5188
2289.0000 133 70 0.5263
2291.0000 133 71 0.5338
2292.0000 133 72 0.5414
2302.0000 134 72 0.5373
2321.0000 135 72 0.5333
2336.0000 136 72 0.5294
2352.0000 137 72 0.5255
2367.0000 138 72 0.5217
2385.0000 139 72 0.5180
2404.0000 140 72 0.5143
2423.0000 141 72 0.5106
2438.0000 142 72 0.5070
2451.0000 142 73 0.5141
2456.0000 143 73 0.5105
2472.0000 144 73 0.5069
2489.0000 145 73 0.5034
2507.0000 146 73 0.5000
2512.0000 146 74 0.5068
2523.0000 147 74 0.5034
2538.0000 148 74 0.5000
2557.0000 149 74 0.4966
2566.0000 149 75 0.5034
2575.0000 150 75 0.5000
2591.0000 151 75 0.4967
2606.0000 152 75 0.4934
2623.0000 153 75 0.4902
2633.0000 153 76 0.4967
2640.0000 154 76 0.4935
2655.0000 155 76 0.4903
2662.0000 155 77 0.4968
2671.0000 156 77 0.4936
2673.0000 156 78 0.5000
2677.0000 156 79 0.5064
2689.0000 157 79 0.5032
2692.0000 157 80 0.5096
2697.0000 157 81 0.5159
2703.0000 157 82 0.5223
2706.0000 158 82 0.5190
2719.0000 158 83 0.5253
2725.0000 159 83 0.5220
2727.0000 159 84 0.5283
2731.0000 159 85 0.5346
2737.0000 159 86 0.5409
2741.0000 160 86 0.5375
2757.0000 161 86 0.5342
2758.0000 161 87 0.5404
2767.0000 161 88 0.5466
2772.0000 162 88 0.5432
2778.0000 162 89 0.5494
2787.0000 163 89 0.5460
2802.0000 164 89 0.5427
2817.0000 165 89 0.5394
2828.0000 165 90 0.5455
2835.0000 166 90 0.5422
2844.0000 166 91 0.5482
2853.0000 167 91 0.5449
2868.0000 168 91 0.5417
2881.0000 168 92 0.5476
2886.0000 169 92 0.5444
2887.0000 169 93 0.5503
2892.0000 169 94 0.5562
2902.0000 170 94 0.5529
2913.0000 170 95 0.5588
2917.0000 171 95 0.5556
2928.0000 171 96 0.5614
2933.0000 172 96 0.5581
2945.0000 172 97 0.5640
2950.0000 172 98 0.5698
2952.0000 173 98 0.5665
2954.0000 173 99 0.5723
2958.0000 173 100 0.5780
2968.0000 174 100 0.5747
2977.0000 174 101 0.5805
2984.0000 175 101 0.5771
3000.0000 176 101 0.5739
3004.0000 176 102 0.5795
3015.0000 177 102 0.5763
3020.0000 177 103 0.5819
3031.0000 178 103 0.5787
3050.0000 179 103 0.5754
3065.0000 180 103 0.5722
3065.0000 180 104 0.5778
3080.0000 181 104 0.5746
3082.0000 181 105 0.5801
3094.0000 181 106 0.5856
3097.0000 182 106 0.5824
3098.0000 182 107 0.5879
3103.0000 182 108 0.5934
3116.0000 183 108 0.5902
3135.0000 184 108 0.5870
3153.0000 185 108 0.5838
