# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
62.0000 m2 592655 9 28.0000 p42 p35 599 N p42->p43->p51->p40->p7->p12->p73->p22->p66->p35
64.0000 m1 722077 12 45.0000 p70 p2 599 N p70->p38->p36->p66->p22->p72->p12->p8->p15->p13->p11->p86->p2
93.0000 m3 564525 13 42.0000 p24 p62 599 N p24->p25->p2->p86->p13->p23->p14->p7->p52->p9->p31->p33->p37->p62
101.0000 m5 417995 8 14.0000 p43 p56 599 N p43->p51->p6->p12->p72->p64->p67->p55->p56
108.0000 m6 275437 4 5.0000 p58 p36 599 N p58->p57->p78->p85->p36
126.0000 m7 476550 2 6.0000 p37 p68 599 N p37->p65->p68
146.0000 m8 359380 5 10.0000 p64 p30 599 N p64->p73->p52->p9->p31->p30
202.0000 m11 278419 6 10.0000 p40 p53 599 N p40->p6->p12->p9->p31->p33->p53
210.0000 m12 612426 1 2.0000 p32 p30 599 N p32->p30
231.0000 m13 374287 3 4.0000 p43 p40 599 N p43->p28->p51->p40
249.0000 m14 486055 2 4.0000 p53 p68 599 N p53->p65->p68
274.0000 m15 582832 4 13.0000 p58 p39 599 N p58->p56->p83->p77->p39
289.0000 m16 352865 7 13.0000 p43 p35 599 N p43->p87->p9->p52->p73->p22->p66->p35
294.0000 m17 499391 1 1.0000 p24 p25 599 N p24->p25
329.0000 m19 355561 1 1.0000 p27 p26 599 N p27->p26
375.0000 m21 314542 7 10.0000 p58 p70 599 N p58->p56->p83->p77->p76->p74->p69->p70
416.0000 m24 710513 2 6.0000 p42 p9 599 N p42->p87->p9
436.0000 m4 287161 4 366.0000 p24 p5 593 N p24->p25->v3147->v5158->p5
465.0000 m26 541818 7 20.0000 p23 p50 599 N p23->p14->p13->p19->p18->p20->p3->p50
521.0000 m30 377645 2 6.0000 p55 p47 599 N p55->p58->p47
546.0000 m10 684873 4 373.0000 p55 p44 593 N p55->p68->v5164->p45->p44
603.0000 m34 700409 5 15.0000 p29 p65 599 N p29->p9->p12->p72->p22->p65
633.0000 m20 276013 7 287.0000 p31 p56 595 N p31->p9->p52->p73->p64->p54->p55->p56
646.0000 m18 492492 9 337.0000 p33 p47 594 N p33->p31->p9->p12->p73->p64->p67->p55->p58->p47
670.0000 m22 405835 8 290.0000 p57 p33 595 N p57->p68->p67->p22->p72->p16->p9->p31->p33
675.0000 m9 538290 9 520.0000 p60 p51 591 N p60->p58->p56->p55->p54->p22->p73->p12->p6->p51
679.0000 m25 256552 8 250.0000 p58 p51 595 N p58->p57->p55->p67->p22->p73->p52->p7->p51
693.0000 m40 559115 2 5.0000 p34 p36 599 N p34->p62->p36
