# time  created  delivered  delivered/created
19.0000 1 0 0.0000
36.0000 2 0 0.0000
48.0000 2 1 0.5000
54.0000 3 1 0.3333
71.0000 4 1 0.2500
90.0000 5 1 0.2000
96.0000 5 2 0.4000
106.0000 6 2 0.3333
122.0000 7 2 0.2857
138.0000 8 2 0.2500
155.0000 9 2 0.2222
170.0000 10 2 0.2000
188.0000 11 2 0.1818
191.0000 11 3 0.2727
206.0000 12 3 0.2500
224.0000 13 3 0.2308
242.0000 14 3 0.2143
257.0000 15 3 0.2000
272.0000 16 3 0.1875
291.0000 17 3 0.1765
308.0000 18 3 0.1667
316.0000 18 4 0.2222
324.0000 19 4 0.2105
340.0000 20 4 0.2000
355.0000 21 4 0.1905
370.0000 22 4 0.1818
388.0000 23 4 0.1739
404.0000 24 4 0.1667
423.0000 25 4 0.1600
439.0000 26 4 0.1538
440.0000 26 5 0.1923
455.0000 27 5 0.1852
471.0000 28 5 0.1786
486.0000 29 5 0.1724
501.0000 30 5 0.1667
520.0000 31 5 0.1613
535.0000 32 5 0.1563
554.0000 33 5 0.1515
571.0000 34 5 0.1471
588.0000 35 5 0.1429
606.0000 36 5 0.1389
625.0000 37 5 0.1351
634.0000 37 6 0.1622
642.0000 38 6 0.1579
658.0000 38 7 0.1842
660.0000 39 7 0.1795
678.0000 40 7 0.1750
697.0000 41 7 0.1707
715.0000 42 7 0.1667
715.0000 42 8 0.1905
731.0000 43 8 0.1860
746.0000 44 8 0.1818
764.0000 45 8 0.1778
783.0000 46 8 0.1739
799.0000 47 8 0.1702
814.0000 48 8 0.1667
821.0000 48 9 0.1875
829.0000 48 10 0.2083
830.0000 49 10 0.2041
845.0000 50 10 0.2000
860.0000 50 11 0.2200
863.0000 51 11 0.2157
882.0000 52 11 0.2115
899.0000 53 11 0.2075
914.0000 54 11 0.2037
932.0000 55 11 0.2000
948.0000 56 11 0.1964
963.0000 57 11 0.1930
980.0000 58 11 0.1897
984.0000 58 12 0.2069
996.0000 59 12 0.2034
1003.0000 59 13 0.2203
1015.0000 60 13 0.2167
1034.0000 61 13 0.2131
1049.0000 62 13 0.2097
1055.0000 62 14 0.2258
1068.0000 63 14 0.2222
1076.0000 63 15 0.2381
1087.0000 64 15 0.2344
1105.0000 65 15 0.2308
1123.0000 66 15 0.2273
1138.0000 67 15 0.2239
1154.0000 68 15 0.2206
1173.0000 69 15 0.2174
1192.0000 70 15 0.2143
1210.0000 71 15 0.2113
1228.0000 72 15 0.2083
1244.0000 73 15 0.2055
1261.0000 74 15 0.2027
1277.0000 75 15 0.2000
1292.0000 76 15 0.1974
1311.0000 77 15 0.1948
1329.0000 78 15 0.1923
1348.0000 79 15 0.1899
1367.0000 80 15 0.1875
1372.0000 80 16 0.2000
1386.0000 81 16 0.1975
1405.0000 82 16 0.1951
1422.0000 83 16 0.1928
1441.0000 84 16 0.1905
1446.0000 84 17 0.2024
1459.0000 85 17 0.2000
1474.0000 86 17 0.1977
1493.0000 87 17 0.1954
1505.0000 87 18 0.2069
1512.0000 88 18 0.2045
1527.0000 89 18 0.2022
