# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
37.0000 m1 512000 12 18.0000 p70 p2 599 N p70->p69->p62->p65->p67->p22->p73->p12->p6->p17->p13->p86->p2
53.0000 m2 512000 10 17.0000 p57 p27 599 N p57->p68->p66->p64->p72->p12->p6->p14->p13->p86->p27
85.0000 m4 512000 9 14.0000 p63 p43 599 N p63->p62->p34->p33->p31->p9->p52->p8->p51->p43
118.0000 m6 512000 7 12.0000 p29 p27 599 N p29->p9->p52->p8->p17->p13->p86->p27
141.0000 m7 512000 12 19.0000 p67 p50 599 N p67->p54->p22->p72->p52->p8->p17->p13->p19->p18->p21->p4->p50
150.0000 m8 512000 9 12.0000 p69 p13 599 N p69->p62->p34->p33->p31->p9->p52->p8->p17->p13
159.0000 m9 512000 2 4.0000 p37 p68 599 N p37->p65->p68
293.0000 m17 512000 2 2.0000 p43 p40 599 N p43->p51->p40
317.0000 m18 512000 4 9.0000 p70 p56 599 N p70->p38->p85->p78->p56
334.0000 m10 512000 4 164.0000 p23 p5 597 N p23->p17->p8->p51->p5
341.0000 m20 512000 1 1.0000 p66 p35 599 N p66->p35
394.0000 m12 512000 2 188.0000 p65 p33 596 N p65->p34->p33
400.0000 m23 512000 6 12.0000 p63 p29 599 N p63->p62->p34->p33->p31->p9->p29
415.0000 m21 512000 7 60.0000 p43 p35 599 N p43->p51->p6->p12->p72->p22->p66->p35
419.0000 m16 512000 3 147.0000 p68 p33 597 N p68->p65->p34->p33
424.0000 m25 512000 1 1.0000 p27 p26 599 N p27->p26
424.0000 m22 512000 13 54.0000 p49 p21 599 N p49->p47->p58->p55->p65->p64->p72->p16->p8->p15->p13->p19->p18->p21
547.0000 m11 512000 7 359.0000 p52 p24 594 N p52->p8->p17->p13->p11->p1->p2->p24
557.0000 m5 512000 8 467.0000 p24 p5 592 N p24->p2->p1->p11->p13->p17->p8->p51->p5
568.0000 m30 512000 6 67.0000 p27 p51 598 N p27->p1->p11->p13->p17->p8->p51
584.0000 m3 512000 9 530.0000 p27 p42 591 N p27->p1->p11->p13->p17->p8->p16->p9->p87->p42
614.0000 m27 512000 8 159.0000 p35 p43 597 N p35->p69->p62->p34->p33->p31->p9->p87->p43
693.0000 m32 512000 4 158.0000 p31 p51 597 N p31->p9->p16->p7->p51
800.0000 m47 512000 1 1.0000 p66 p22 599 N p66->p22
819.0000 m48 512000 3 5.0000 p38 p37 599 N p38->p63->p65->p37
820.0000 m44 512000 6 74.0000 p23 p54 598 N p23->p17->p7->p52->p72->p64->p54
837.0000 m19 512000 17 513.0000 p27 p57 591 N p27->p1->p11->p13->p17->p8->p16->p9->p31->p33->p32->v5152->p70->p38->p39->p85->p78->p57
844.0000 m13 512000 11 620.0000 p55 p44 589 N p55->p65->p64->p72->p12->p8->p15->p13->p19->p18->p20->p44
853.0000 m28 512000 10 382.0000 p30 p44 593 N p30->p31->p9->p16->p7->p17->p13->p19->p18->p20->p44
860.0000 m46 512000 2 77.0000 p56 p66 598 N p56->p55->p66
876.0000 m36 512000 9 270.0000 p45 p28 595 N p45->p4->p21->p18->p19->p13->p17->p6->p51->p28
903.0000 m53 512000 2 4.0000 p34 p36 599 N p34->p62->p36
933.0000 m55 512000 1 1.0000 p45 p44 599 N p45->p44
951.0000 m56 512000 2 3.0000 p48 p60 599 N p48->p47->p60
966.0000 m57 512000 2 3.0000 p37 p36 599 N p37->p62->p36
983.0000 m58 512000 2 3.0000 p71 p38 599 N p71->p69->p38
1055.0000 m24 512000 2 651.0000 p54 p53 589 N p54->p65->p53
1065.0000 m62 512000 4 16.0000 p52 p68 599 N p52->p72->p64->p67->p68
1077.0000 m40 512000 8 399.0000 p57 p9 593 N p57->p56->v5151->v5153->p22->p64->p72->p52->p9
